"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://appleroof.com/repair-or-replace-roof/","Indexable","","2","","9","6","0","1.520","130","59","0","12","7","0"
"https://appleroof.com/atlanta-branch/","Indexable","","2","","7","2","0","0.510","134","54","0","12","11","0"
"https://appleroof.com/match-roof-and-siding-colors/","Indexable","","2","","9","4","0","1.020","123","57","0","15","10","0"
"https://appleroof.com/roof-financing-options/","Indexable","","2","","13","8","0","2.030","128","58","0","13","7","0"
"https://appleroof.com/ice-dam-removal/","Indexable","","2","","9","4","0","1.020","127","58","0","17","8","0"
"https://appleroof.com/get-insurance-to-pay-for-a-new-roof/","Indexable","","2","","6","3","0","0.760","132","60","0","13","8","0"
"https://appleroof.com/roofing-contractors-phoenix/","Indexable","","2","","3","2","0","0.510","132","59","0","23","16","0"
"https://appleroof.com/roof-leak-repair-cost/","Indexable","","2","","9","4","0","1.020","132","59","0","18","9","0"
"https://appleroof.com/how-often-to-replace-your-roof/","Indexable","","2","","9","4","0","1.020","132","59","0","20","12","0"
"https://appleroof.com/roof-shingle-colors/","Indexable","","2","","3","2","0","0.510","131","61","0","14","7","0"
"https://appleroof.com/navigating-storm-damage-with-your-insurance-claim-experts/","Indexable","","2","","9","4","0","1.020","128","57","0","11","6","0"
"https://appleroof.com/category/blog/","Non-Indexable","noindex","2","","7","6","0","1.520","141","65","0","7","6","0"
"https://appleroof.com/flat-roof-insulation/","Indexable","","2","","10","5","0","1.270","125","57","0","12","7","0"
"https://appleroof.com/built-up-roof-guide/","Indexable","","3","","5","4","0","1.020","130","59","0","12","7","0"
"https://appleroof.com/category/blog/page/2/","Non-Indexable","noindex","3","","6","5","0","1.270","141","65","0","7","6","0"
"https://appleroof.com/category/blog/page/4/","Non-Indexable","noindex","3","","6","5","0","1.270","141","65","0","7","6","0"
"https://appleroof.com/category/blog/page/3/","Non-Indexable","noindex","3","","6","5","0","1.270","141","65","0","7","6","0"
"https://appleroof.com/category/blog/page/5/","Non-Indexable","noindex","3","","6","5","0","1.270","141","65","0","7","6","0"
"https://appleroof.com/hail-damage-roof-repair/","Non-Indexable","Canonicalised","3","","3","1","0","0.250","139","58","0","10","9","0"
"https://appleroof.com/locations/colorado/","Indexable","","3","","22","20","0","5.080","129","70","0","7","6","0"
"https://appleroof.com/locations/iowa/","Indexable","","3","","24","22","0","5.580","131","72","0","7","6","0"
"https://appleroof.com/locations/arkansas/","Indexable","","3","","25","23","0","5.840","132","73","0","7","6","0"
"https://appleroof.com/locations/south-carolina/","Indexable","","3","","16","14","0","3.550","123","64","0","7","6","0"
"https://appleroof.com/locations/florida/","Indexable","","3","","20","18","0","4.570","127","68","0","7","6","0"
"https://appleroof.com/locations/nebraska/","Indexable","","3","","93","91","0","23.100","200","141","0","7","6","0"
"https://appleroof.com/locations/texas/princeton/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/lewisville/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/prosper/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/sunnyvale/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/mckinney/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/melissa/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/little-elm/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/coppell/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/irving/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/terrell/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/wylie/","Indexable","","3","","15","12","0","3.050","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/fort-worth/","Indexable","","3","","7","2","0","0.510","127","63","0","7","6","0"
"https://appleroof.com/locations/texas/azle/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/mansfield/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/farmersville/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/mesquite/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/plano/","Indexable","","3","","36","33","0","8.380","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/carrollton/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/allen/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/grapevine/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/flower-mound/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/rowlett/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/garland/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/richardson/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/dallas/","Indexable","","3","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/texas/frisco/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/denton/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/royse-city/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/aubrey/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/burleson/","Indexable","","3","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/texas/rockwall/","Indexable","","3","","35","32","0","8.120","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/aurora/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/louisville/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/englewood/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/westminster/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/littleton/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/castle-rock/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/friend/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/lincoln/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/boca-grande/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/estero/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/bonita-springs/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/three-oaks/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/san-carlos-park/","Indexable","","4","","15","12","0","3.050","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/villas/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/iona/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/cape-coral/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/lehigh-acres/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/port-charlotte/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/north-fort-myers/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/harlem-heights/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/fort-myers-beach/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/golden-gate/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/immokalee/","Indexable","","4","","20","17","0","4.310","125","63","0","9","8","0"
"https://appleroof.com/locations/florida/cypress-lake/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/north-augusta/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/lexington/","Indexable","","4","","15","12","0","3.050","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/forest-acres/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/newberry/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/irmo/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/dentsville/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/clinton/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/columbia/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/cayce/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/orangeburg/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/west-columbia/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/south-carolina/greenwood/","Indexable","","4","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/siloam-springs/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/west-fork/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/elkins/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/farmington/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/tontitown/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/greenland/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/elm-springs/","Indexable","","4","","15","12","0","3.050","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/gravette/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/bella-vista/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/johnson/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/fayetteville/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/centerton/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/springdale/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/prairie-grove/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/cave-springs/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/lowell/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/pea-ridge/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/huntsville/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/gentry/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/lincoln/","Indexable","","4","","25","22","0","5.580","125","63","0","9","8","0"
"https://appleroof.com/locations/arkansas/rogers/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/altoona/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/indianola/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/norwalk/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/waukee/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/fort-dodge/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/boone/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/clive/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/des-moines/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/ankeny/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/west-des-moines/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/johnston/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/marshalltown/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/granger/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/newton/","Indexable","","4","","15","12","0","3.050","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/polk-city/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/ames/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/oskaloosa/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/grinnell/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/pleasant-hill/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/iowa/pella/","Indexable","","4","","24","21","0","5.330","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/thornton/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/superior/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/longmont/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/parker/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/loveland/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/highlands-ranch/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/erie/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/centennial/","Indexable","","4","","15","12","0","3.050","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/boulder/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/broomfield/","Indexable","","4","","22","19","0","4.820","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/arvada/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
"https://appleroof.com/locations/colorado/denver/","Indexable","","4","","5","2","0","0.510","125","63","0","9","8","0"
